,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
46528,tt0462519,School for Scoundrels,School for Scoundrels,2006,2007-02-23,Comedy,100,USA,English,Todd Phillips,"Todd Phillips, Scot Armstrong",Dimension Films,"Billy Bob Thornton, Jon Heder, Jacinda Barrett, Michael Clarke Duncan, Sarah Silverman, David Cross, Matt Walsh, Horatio Sanz, Todd Louiso, Jon Glaser, Paul Scheer, Ben Stiller, Luis Guzmán, Dan Fogler, DeRay Davis","A young guy short on luck enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when it turns out his teacher has the same agenda.",5.9,28247,35000000.0,17807569.0,24470583.0,44.0,101.0,108.0
46529,tt0462538,The Simpsons Movie,The Simpsons Movie,2007,2007-07-25,"Animation, Adventure, Comedy",87,USA,English,David Silverman,"James L. Brooks, Matt Groening",Twentieth Century Fox,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer, Pamela Hayden, Tress MacNeille, Albert Brooks, Karl Wiedergott, Marcia Wallace, Russi Taylor, Maggie Roswell, Philip Rosenthal, Billie Joe Armstrong","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the family are declared fugitives.",7.3,296792,75000000.0,183135014.0,527071022.0,80.0,842.0,305.0
46534,tt0462579,The Treatment,The Treatment,2006,2006-04-28,"Comedy, Drama, Romance",86,USA,English,Oren Rudavsky,"Daniel Saul Housman, Daniel Menaker",Shrinkwrap,"Chris Eigeman, Stephanie March, Ian Holm, Famke Janssen, Peter Vack, Griffin Newman, Josh Caras, Matt Stadelmann, Lindsay Johnson, Roger Rees, Stephen Lang, Thomas Bubka, Maddie Corman, Stephen Lee Anderson, Tyrone Mitchell Henderson","Jake Singer is at loose ends in New York City, and neck deep in psychoanalysis with the outrageous Dr. Morales, when he meets the enigmatic and beautiful widow Allegra Marshall.",5.8,1015,900000.0,83354.0,83354.0,54.0,9.0,29.0
46535,tt0462590,Step Up,Step Up,2006,2006-10-27,"Crime, Drama, Music",104,USA,English,Anne Fletcher,"Duane Adler, Melissa Rosenberg",Touchstone Pictures,"Channing Tatum, Jenna Dewan, Damaine Radcliff, De'Shawn Washington, Mario, Drew Sidora, Rachel Griffiths, Josh Henderson, Tim Lacatena, Alyson Stoner, Heavy D, Deirdre Lovejoy, Jane Beard, Richard Pelzman, Carlyncia S. Peck","Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",6.5,105833,12000000.0,65328121.0,114197742.0,48.0,285.0,99.0
46555,tt0463034,"You, Me and Dupree","You, Me and Dupree",2006,2006-08-25,"Comedy, Romance",110,USA,English,"Anthony Russo, Joe Russo",Michael LeSieur,Universal Pictures,"Owen Wilson, Kate Hudson, Matt Dillon, Michael Douglas, Seth Rogen, Amanda Detmer, Ralph Ting, Todd Stashwick, Bill Hader, Lance Armstrong, Jason Winer, Sidney S. Liufau, Billy Gardell, Eli Vargas, Houston Mack","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.",5.6,75789,54000000.0,75628110.0,130431368.0,46.0,193.0,137.0
46637,tt0465407,Eye of the Dolphin,Eye of the Dolphin,2006,2007-08-24,"Comedy, Drama, Family",102,USA,English,Michael D. Sellers,"Michael D. Sellers, Wendell Morris",Quantum Entertainment,"Carly Schroeder, Adrian Dunbar, George Harris, Christine Adams, Katharine Ross, Rudy Levarity, Jane Lynch, Joey Jam, Vivica Watkins, Greg Lee, Alexa Sheehan, Robert Keskemety, Marshall Thompson, Jahmaal McIntyre, Christopher Herrod",A young girl discovers she can communicate with dolphins.,5.7,898,2500000.0,72210.0,72310.0,54.0,18.0,18.0
46649,tt0465538,Michael Clayton,Michael Clayton,2007,2007-09-28,"Crime, Drama, Mystery",119,USA,English,Tony Gilroy,Tony Gilroy,Samuels Media,"Tom Wilkinson, Michael O'Keefe, Sydney Pollack, Danielle Skraastad, Tilda Swinton, George Clooney, Wai Chan, Alberto Vazquez, Brian Koppelman, Tom McCarthy, Denis O'Hare, Julie White, Austin Williams, Jennifer Van Dyck, Frank Wood","A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.",7.2,150288,25000000.0,49033882.0,92991835.0,82.0,390.0,311.0
46655,tt0465624,My Super Ex-Girlfriend,My Super Ex-Girlfriend,2006,2006-08-04,"Comedy, Romance, Sci-Fi",96,USA,English,Ivan Reitman,Don Payne,Regency Enterprises,"Uma Thurman, Luke Wilson, Anna Faris, Rainn Wilson, Eddie Izzard, Stelio Savante, Mike Iorio, Mark Consuelos, Wanda Sykes, Margaret Anne Florence, Catherine Reitman, Tara Thompson, Kevin Townley, Eva Veronika, Lawrence Feeney","When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",5.1,59822,30000000.0,22530295.0,60984606.0,50.0,208.0,150.0
46710,tt0466856,ATL,ATL,2006,2006-03-31,"Comedy, Crime, Drama",105,USA,English,Chris Robinson,"Tina Gordon, Antwone Fisher",Sweet Tea Pictures LLC,"Greg Andrews, Monica, Brandon Bernard Benton, Adam Boyer, April Clark, Albert Daniels, Steven R. Ewing, Alvin Lee Fleming, Big Gipp, Bart Hansard, T.I., Khadijah, Malika, Bone Crusher, Monique Harris","As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",6.1,10390,20000000.0,21170563.0,21170563.0,63.0,97.0,52.0
46711,tt0466893,Margaret,Margaret,2011,2012-06-01,Drama,150,USA,English,Kenneth Lonergan,Kenneth Lonergan,Fox Searchlight Pictures,"Anna Paquin, J. Smith-Cameron, Mark Ruffalo, Jeannie Berlin, Jean Reno, Sarah Steele, John Gallagher Jr., Cyrus Hernstadt, Allison Janney, Kieran Culkin, Matt Damon, Stephen Adly Guirgis, Betsy Aidem, Adam Rose, Nick Grodin","A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",6.4,14962,14000000.0,46495.0,564864.0,61.0,124.0,120.0
46726,tt0467406,Juno,Juno,2007,2008-02-08,"Comedy, Drama",96,USA,English,Jason Reitman,Diablo Cody,Fox Searchlight Pictures,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, Allison Janney, J.K. Simmons, Olivia Thirlby, Eileen Pedde, Rainn Wilson, Daniel Clark, Darla Fay, Aman Johal, Valerie Tian, Emily Perkins, Kaaren de Zilva","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",7.4,472111,7500000.0,143495265.0,231411584.0,81.0,912.0,383.0
46746,tt0468489,Half Nelson,Half Nelson,2006,2007-05-25,Drama,106,USA,English,Ryan Fleck,"Ryan Fleck, Anna Boden",Hunting Lane Films,"Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett, Tyra Kwao-Vovo, Rosemary Ledee, Tristan Mack Wilds, Bryce Silver, Kaela C. Pabon, Erica Rivera, Stephanie Bast, Eleanor Hutchins, Sebastian Sozzi, Tina Holmes, Karen Chilton",An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.,7.2,81313,700000.0,2697938.0,4660481.0,85.0,204.0,217.0
46751,tt0468526,Old Joy,Old Joy,2006,2007-01-26,Drama,76,USA,English,Kelly Reichardt,"Jonathan Raymond, Kelly Reichardt",Film Science,"Daniel London, Will Oldham, Tanya Smith, Robin Rosenberg, Keri Moran, Autumn Campbell, Steve Doughton, Lucy, Matt McCormick, P.C. Peri, Darren Prolsen, Jillian Wieseneck",Two old pals reunite for a camping trip in Oregon's Cascade Mountains.,6.7,5642,300000.0,255923.0,301047.0,84.0,60.0,95.0
46807,tt0469641,World Trade Center,World Trade Center,2006,2006-09-29,"Drama, History, Thriller",129,USA,English,Oliver Stone,"Andrea Berloff, John McLoughlin",Paramount Pictures,"Nicolas Cage, Maria Bello, Connor Paolo, Anthony Piccininni, Alexa Gerasimovich, Morgan Flynn, Michael Peña, Armando Riesco, Jay Hernandez, Joe Starr, Jon Bernthal, William Jimeno, Nick Damici, Jude Ciccolella, Martin Pfefferkorn",Two Port Authority police officers become trapped under the rubble of the World Trade Center.,5.9,75049,65000000.0,70278893.0,162970240.0,66.0,577.0,241.0
46861,tt0470679,August,August,2008,2009-10-08,Drama,88,USA,English,Austin Chick,Howard A. Rodman,57th & Irving Productions,"Josh Hartnett, Naomie Harris, Adam Scott, Robin Tunney, Andre Royo, Emmanuelle Chriqui, Laila Robins, Caroline Lagerfelt, Alan Cox, David Bowie, Rip Torn, Jeremy Bobb, Jason Calacanis, Joie Chen, Athena Currey","August centers on two brothers fighting to keep their start-up company afloat on Wall Street during August 2001, a month before the 9/11 terrorist attacks.",5.3,3932,3400000.0,12636.0,12636.0,39.0,34.0,38.0
46924,tt0472033,9,9,2009,2009-10-30,"Animation, Action, Adventure",79,USA,English,Shane Acker,"Pamela Pettler, Shane Acker",Focus Features,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover, Jennifer Connelly, Fred Tatasciore, Elijah Wood, Alan Oppenheimer, Tom Kane, Helen Wilson",A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,7.1,127563,30000000.0,31749894.0,48428063.0,60.0,267.0,271.0
46927,tt0472050,Bart Got a Room,Bart Got a Room,2008,2008-04-25,Comedy,80,USA,English,Brian Hecker,Brian Hecker,Basra Entertainment,"Steven Kaplan, William H. Macy, Cheryl Hines, Alia Shawkat, Ashley Benson, Brandon Hardesty, Kate Micucci, Jon Polito, Jennifer Tilly, Dinah Manoff, Michael Mantell, Chad Jamian, Bambi la Fleur, Sam Azouz, Betty Knowles","While Danny's father and mother independently search for love, Danny is on his own desperate quest to find a prom date. Danny's search becomes progressively more pathetic once he and his family learn that Bart, the school's biggest dweeb, not only secured a date for the prom, but got a hotel room as well.",5.6,3936,2000000.0,53760.0,53760.0,57.0,25.0,28.0
46941,tt0472198,Notorious,Notorious,2009,2009-02-13,"Biography, Crime, Drama",122,USA,English,George Tillman Jr.,"Reggie Rock Bythewood, Cheo Hodari Coker",Fox Searchlight Pictures,"Jamal Woolard, Momo Dione, Derek Luke, Dennis L.A. White, Marc John Jefferies, Menyone DeVeaux, Christopher Jordan Wallace, Ricky Smith, Amanda Christopher, Angela Bassett, Jasper Briggs, Cyrus Farmer, David Costabile, Julia Pace Mitchell, Jermaine Denny","The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",6.7,38862,20000000.0,36843682.0,44371751.0,60.0,104.0,132.0
46947,tt0472399,The Mechanic,The Mechanic,2011,2011-01-28,"Action, Thriller",93,USA,English,Simon West,"Richard Wenk, Lewis John Carlino",CBS Films,"Jason Statham, Ben Foster, Tony Goldwyn, Donald Sutherland, Jeff Chase, Mini Anden, James Logan, Eddie J. Fernandez, Joshua Bridgewater, John McConnell, Christa Campbell, Joel Davis, Mark Nutter, Ardy Brent Carlson, Lara Grice",An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,6.6,143824,40000000.0,29121498.0,76129642.0,49.0,199.0,260.0
46971,tt0473015,Closing Escrow,Closing Escrow,2007,2007-02-28,Comedy,93,USA,English,"Armen Kaprelian, Kent Llewellyn","Armen Kaprelian, Armen Kaprelian",Awkward Silence Productions,"April Barnett, Rob Brownstein, Colleen Crabtree, Andrew Friedman, Wendi McLendon-Covey, Kirstin Pierce, Ryan Smith, Bruce Thomas, Patty Wortham, Cedric Yarbrough, Jillian Boyd, Gabe Estrada, Brian Habicht, Samantha Holt, Leah Price",Three quirky families seeking to buy their next home collide when trying to purchase the same property. The bidding war tests the limits of their marriages and the resolve of their agents.,5.4,477,600000.0,8719.0,8719.0,58.0,8.0,17.0
46972,tt0473024,Crossover,Crossover,2006,2006-09-01,"Action, Sport",95,USA,English,Preston A. Whitmore II,Preston A. Whitmore II,360 Pictures,"Anthony Mackie, Wesley Jonathan, Eva Marcille, Wayne Brady, Lil J.J., Philip Champion, Alecia Jai Fears, Kristen Wilson, William L. Johnson, Tamer Alwerfalli, Ele Bardha, Gavin J. Behrman, Michael Bivins, Shelli Boone, Linda Boston","A naturally talented basketball player, Noah Cruise is determined to become a doctor using his basketball scholarship to UCLA pre-med, rather than succumb to the lure of former sports agent...",2.1,8884,5800000.0,7009668.0,7009668.0,30.0,34.0,26.0
46978,tt0473075,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,2010,2010-05-21,"Action, Fantasy",116,USA,English,Mike Newell,"Boaz Yakin, Doug Miro",Walt Disney Pictures,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Steve Toussaint, Toby Kebbell, Richard Coyle, Ronald Pickup, Reece Ritchie, Gísli Örn Garðarsson, Claudio Pacifico, Thomas DuPont, Dave Pope, Domonkos Pardanyi, Massimiliano Ubaldi",A young fugitive Prince and Princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,6.6,259589,200000000.0,90759676.0,336365676.0,50.0,466.0,311.0
46981,tt0473174,Coffee Date,Coffee Date,2006,2006-11-10,"Comedy, Romance",91,USA,English,Stewart Wade,Stewart Wade,BrownBag Productions (II),"Jonathan Bray, Jonathan Silverman, Wilson Cruz, Giovanni Ortega, Tony Brown, Emily Lineham, Meredith Habif, Eduardo Kehl, Steve Mastro Jr., Debbie Gibson, Maggie Wagner, Jason Stuart, Sally Kirkland, Joanne Baron, Kristin Andersen",Todd's life spins out of control when an unexpected friendship with a gay man causes everyone in his life to start believing he's gay. Do they know something he doesn't?,6.2,1382,200000.0,4412.0,4412.0,47.0,16.0,6.0
46984,tt0473308,Waitress,Waitress,2007,2007-08-10,"Comedy, Drama, Romance",108,USA,English,Adrienne Shelly,Adrienne Shelly,Night and Day Pictures,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto, Andy Griffith, Adrienne Shelly, Eddie Jemison, Lew Temple, Darby Stanchfield, Heidi Sulzman, Lauri Johnson, Sarah Hunley, Cindy Drummond, Nathan Dean, Caroline Fogarty","Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",7.0,42161,1500000.0,19074800.0,22179430.0,75.0,210.0,175.0
47005,tt0473500,Kettle of Fish,Kettle of Fish,2006,2006-04-27,"Comedy, Romance",97,USA,English,Claudia Myers,Claudia Myers,Eagle Pictures,"Matthew Modine, Gina Gershon, Christy Scott Cashman, Isiah Whitlock Jr., Kevin J. O'Connor, Lois Chiles, Stephen Mailer, Ewa Da Cruz, Fisher Stevens, Eddie Kaye Thomas, Ranjit Chowdhry, Gloria Reuben, Amy Sacco, Chuck Pfeiffer, Robert Zarem",A lifelong bachelor confronts his intimacy issues when he sublets his apartment to a fetching biologist. His heartsick fish and his wise best buddy are on hand to provide perspective.,5.2,609,2000000.0,7196.0,7196.0,38.0,21.0,6.0
47066,tt0475390,Shut Up and Sing,Shut Up and Sing,2006,2009-11-13,"Comedy, Drama, Music",96,USA,English,Bruce Leddy,Bruce Leddy,Shut Up and Sing LLC,"David Harbour, Reg Rogers, Alexander Chaplin, Chris Bowers, David Alan Basche, Mark Feuerstein, Samrat Chakrabarti, Rosemarie DeWitt, Molly Shannon, Elizabeth Reaser, Liz Stauber, Camilla Thorsson, Joanna Adler, Barry Carl, Nolan Chesnut",A group of guys who sang together in a college a cappella group reunite 15 years later to perform at a friend's wedding and discover how their lives have progressed -- and in some cases regressed -- since their college heyday.,5.6,612,1000000.0,1236953.0,2811468.0,39.0,25.0,21.0
47093,tt0475944,The Covenant,The Covenant,2006,2006-12-08,"Action, Adventure, Fantasy",97,USA,English,Renny Harlin,J.S. Cardone,Screen Gems,"Steven Strait, Laura Ramsey, Sebastian Stan, Taylor Kitsch, Chace Crawford, Toby Hemingway, Jessica Lucas, Kyle Schmid, Wendy Crewson, Stephen McHattie, Kenneth Welsh, Christian Baril, Basia Jasinski, Rob Burns, Robert Crooks","Four young men who belong to a New England supernatural legacy are forced to battle a fifth power long thought to have died out. Meanwhile, jealousy and suspicion threaten to tear them apart.",5.3,44997,20000000.0,23380495.0,37597471.0,19.0,344.0,124.0
47098,tt0475998,The Pirates Who Don't Do Anything: A VeggieTales Movie,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,2008-01-11,"Animation, Adventure, Comedy",85,USA,English,Mike Nawrocki,"Phil Vischer, Mike Nawrocki",Universal Pictures,"Phil Vischer, Mike Nawrocki, Cam Clarke, Laura Gerow, Yuri Lowenthal, Alan Lee, Cydney Trent, Keri Pagetta, Megan Murphy, Sondra Morton, Jim Poole, Tim Hodge, Drake Lyle, Ally Nawrocki, Patrick Kramer","Three lazy misfits - very timid Elliot (Larry the Cucumber), lazy Sedgewick (Mr. Lunt) and no self-confident George (Pa Grape) - dream of the day of putting on a show about pirates. With ...",5.7,2445,15000000.0,12981269.0,13155091.0,49.0,25.0,36.0
47135,tt0476964,The Brave One,The Brave One,2007,2007-09-28,"Action, Crime, Drama",122,USA,English,Neil Jordan,"Roderick Taylor, Bruce A. Taylor",Warner Bros.,"Jodie Foster, Terrence Howard, Nicky Katt, Naveen Andrews, Mary Steenburgen, Ene Oloja, Luis Da Silva Jr., Blaze Foster, Rafael Sardina, Jane Adams, Gordon MacDonald, Zoë Kravitz, John Magaro, Victor Colicchio, Jermel Howard","Struggling to recover emotionally from a brutal assault that killed her fiancé and left her in a coma, a radio personality begins a quest for vengeance against the perpetrators that leaves a bloody trail across New York City.",6.7,56273,70000000.0,36793804.0,69787394.0,56.0,298.0,183.0
47143,tt0477051,Norbit,Norbit,2007,2007-03-09,"Comedy, Romance",102,USA,English,Brian Robbins,"Eddie Murphy, Charlie Murphy",DreamWorks,"Eddie Murphy, Thandie Newton, Terry Crews, Clifton Powell, Lester Speight, Cuba Gooding Jr., Eddie Griffin, Katt Williams, Floyd Levine, Anthony Russell, Pat Crawford Brown, Jeanette Miller, Michael Colyar, Marlon Wayans, Alexis Rhee","A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",4.0,64381,60000000.0,95673607.0,159313561.0,27.0,294.0,125.0
47145,tt0477071,Premonition,Premonition,2007,2007-03-16,"Drama, Fantasy, Mystery",96,USA,English,Mennan Yapo,Bill Kelly,TriStar Pictures,"Sandra Bullock, Julian McMahon, Shyann McClure, Courtney Taylor Burness, Nia Long, Marc Macaulay, Kate Nelligan, Irene Ziegler, Phillip DeVona, Ritchie Montgomery, Matt Moore, Amber Valletta, Peter Stormare, Laurel Whitsett, Kristin Ketterer","A depressed woman learns that her husband was killed in a car accident the previous day, then awakens the next morning to find him alive and well at home; then awakens the day after that to find that he's dead.",5.9,70267,20000000.0,47852604.0,84297309.0,29.0,362.0,144.0
